symbol	ensg	cell_type	baseMean	log2FoldChange	pvalue	padj
NEBL	ENSG00000078114	CFUE	53.6	5.6	1.09e-4	0.0057540000000000004
HBB	ENSG00000244734	CFUE	8359287.3	2.7	4.319e-5	0.005791
AC002464.1	ENSG00000260188	CFUE	82.1	2.6	1.335e-4	0.005964
FTH1P5	ENSG00000230204	CFUE	86.2	2.4	1.131e-4	0.006043
SCHIP1	ENSG00000151967	CFUE	52	2.9	1.135e-4	0.006045
MS4A6A	ENSG00000110077	CFUE	40.2	-3.3	1.143e-4	0.006064
HBA1	ENSG00000206172	CFUE	3063342.4	2	1.027e-4	0.00609
MEX3D	ENSG00000181588	CFUE	217.7	1	1.17e-4	0.006162
SLC12A4	ENSG00000124067	CFUE	1884.5	1	9.706e-5	0.006183
CCR2	ENSG00000121807	CFUE	31.5	-3.1	1.214e-4	0.006257
ASRGL1	ENSG00000162174	CFUE	253.4	1.1	1.601e-4	0.006332
ZNF585B	ENSG00000245680	CFUE	320.4	-0.8	1.253e-4	0.006417
NRP1	ENSG00000099250	CFUE	20.5	-5	8.609e-5	0.006455
RASSF4	ENSG00000107551	CFUE	40.1	-4.2	1.258e-4	0.006473
LILRB3	ENSG00000204577	CFUE	79.2	-2.1	1.518e-4	0.006473
LILRB3	ENSG00000204577	CFUE	79.2	-2.1	1.518e-4	0.006473
FCER1G	ENSG00000158869	CFUE	154.2	-2.4	1.353e-4	0.006892
EPOR	ENSG00000187266	CFUE	10493.1	0.8	5.442e-5	0.006892
EFNA1	ENSG00000169242	CFUE	110.2	1.7	1.7e-4	0.007172
CCDC85B	ENSG00000175602	CFUE	484.7	2.2	1.534e-4	0.007209
FTH1P4	ENSG00000242992	CFUE	184.3	1.6	1.475e-4	0.00732
ZFYVE21	ENSG00000100711	CFUE	2931.3	0.6	1.205e-4	0.007335
RGL1	ENSG00000143344	CFUE	16.6	-4.2	9.181e-5	0.007362
PIMREG	ENSG00000129195	CFUE	103	-1.8	1.479e-4	0.007366
LYZ	ENSG00000090382	CFUE	1049.5	-3.4	1.267e-4	0.007419
S100A9	ENSG00000163220	CFUE	1048.6	-4.3	1.197e-4	0.007419
LILRB3	ENSG00000204577	CFUE	79.2	-2.1	1.518e-4	0.007419
GPR85	ENSG00000164604	CFUE	78	-2.4	1.813e-4	0.007421
LILRB3	ENSG00000204577	CFUE	79.2	-2.1	1.518e-4	0.007434
CDKN2AIP	ENSG00000168564	CFUE	2193.7	0.7	1.303e-4	0.0077210000000000004
EPN3	ENSG00000049283	CFUE	22.9	2.2	1.082e-4	0.008161
SRGAP1	ENSG00000196935	CFUE	19.2	-2.2	1.123e-4	0.008274
MGAM	ENSG00000257335	CFUE	57.9	-5.7	1.712e-4	0.008274
Z98883.1	ENSG00000282907	CFUE	331.6	2.2	1.964e-4	0.008393
KCTD12	ENSG00000178695	CFUE	125.6	-2.5	2.325e-4	0.008473
PCSK6	ENSG00000140479	CFUE	757.7	-2.3	1.022e-4	0.008713
ARHGEF40	ENSG00000165801	CFUE	178.2	-1.7	1.848e-4	0.008713
CD163	ENSG00000177575	CFUE	14.7	-4.9	1.004e-4	0.008713
KCTD1	ENSG00000134504	CFUE	69.4	1	1.884e-4	0.008925
CYP2R1	ENSG00000186104	CFUE	221.3	-0.6	2.501e-4	0.008968
PRRG4	ENSG00000135378	CFUE	163.6	2.2	2.52e-4	0.009005
CBL	ENSG00000110395	CFUE	532.8	-1.6	1.931e-4	0.009063
LCAT	ENSG00000213398	CFUE	316.1	1.2	2.205e-4	0.009154
ADGRG1	ENSG00000205336	CFUE	1452.7	1.3	1.668e-4	0.00944
NPW	ENSG00000183971	CFUE	43.4	3.4	2.775e-4	0.009792
COL23A1	ENSG00000050767	CFUE	14.2	-2.7	8.798e-5	0.009847
ARL2-SNX15	ENSG00000273003	CFUE	12.1	-32.1	1.009e-4	0.009911
AL034379.1	ENSG00000237749	CFUE	36.5	1.6	2.842e-4	0.009932
AC125232.1	ENSG00000231259	BFUE	1057.1	-23.6	2.007e-66	4.545e-62
SLC4A1	ENSG00000004939	BFUE	510513.3	10.5	7.613e-64	6.032e-60
HBA2	ENSG00000188536	BFUE	4066464.1	11.5	1.303e-63	6.032e-60
TRIR	ENSG00000123144	BFUE	4458.6	3	1.685e-62	6.56e-59
HBA1	ENSG00000206172	BFUE	3063342.4	8.4	1.918e-58	5.072e-55
AHSP	ENSG00000169877	BFUE	52068.9	6.8	3.526e-52	7.668e-49
PRR34-AS1	ENSG00000241990	BFUE	140.1	7.4	1.155e-48	4.243e-45
CD36	ENSG00000135218	BFUE	30699.5	4.5	5.058e-48	8.249e-45
CAPN12	ENSG00000182472	BFUE	183.6	8.6	4.033e-44	8.77e-41
KIF21A	ENSG00000139116	BFUE	500.3	5.4	1.459e-42	3.528e-39
SNRNP35	ENSG00000184209	BFUE	637.7	1.6	4.071e-40	6.121e-37
MTRNR2L12	ENSG00000269028	BFUE	261.3	6	1.87e-38	3.477e-35
HCG25	ENSG00000232940	BFUE	261.7	2.4	8.767e-37	1.062e-33
EIF5AP4	ENSG00000234743	BFUE	48.4	-20.7	9.283e-36	9.297e-33
RP9	ENSG00000164610	BFUE	585.2	2.6	1.308e-35	2.318e-32
SPTB	ENSG00000070182	BFUE	67385.3	4.4	4.022e-35	3.324e-32
AC073896.4	ENSG00000258199	BFUE	188.7	4.3	4.472e-33	5.87e-30
PABPN1	ENSG00000100836	BFUE	7622.1	2.4	1.145e-32	8.838e-30
ARAP1-AS1	ENSG00000256007	BFUE	240.6	3.4	5.831e-32	4.971e-29
AC006441.3	ENSG00000265784	BFUE	490	2.6	1.295e-31	1.494e-28
AC012615.2	ENSG00000267007	BFUE	242.1	4.9	4.082e-31	4.337e-28
SMARCC1	ENSG00000173473	BFUE	7279.4	-1.5	7.246e-31	4.388e-28
PRR14	ENSG00000156858	BFUE	3055	2.1	9.377e-30	6.35e-27
HMG20A	ENSG00000140382	BFUE	1481.1	-2	2.983e-29	2.814e-26
AC005606.1	ENSG00000260107	BFUE	291.8	2.8	6.78e-29	4.393e-26
KIF2A	ENSG00000068796	BFUE	1912.6	-1.7	6.294e-29	4.484e-26
JTB	ENSG00000143543	BFUE	5098.7	1.8	9.9e-29	6.792e-26
RAB40B	ENSG00000141542	BFUE	143	1.9	3.843e-28	2.686e-25
ACHE	ENSG00000087085	BFUE	4265.8	4.7	1.406e-27	7.549e-25
DOCK9	ENSG00000088387	BFUE	1191.7	4.3	1.069e-27	7.555e-25
CS	ENSG00000062485	BFUE	7896	-1.2	1.945e-27	1.126e-24
AC007308.1	ENSG00000272600	BFUE	83.3	3.6	2.042e-27	1.126e-24
RPL36AL	ENSG00000165502	BFUE	9383.9	2	2.343e-27	1.315e-24
RNASEK	ENSG00000219200	BFUE	3562.2	2.3	6.204e-27	2.842e-24
HMOX1	ENSG00000100292	BFUE	41733.6	6.1	1.03e-26	5.451e-24
BSCL2	ENSG00000168000	BFUE	730.9	2.6	1.255e-26	9.273e-24
SPCS2P4	ENSG00000228589	BFUE	731.2	-2.9	2.434e-26	1.147e-23
RP9P	ENSG00000205763	BFUE	139.7	3.3	2.186e-26	1.641e-23
ANKRD18B	ENSG00000230453	BFUE	389.1	3.3	2.645e-26	1.641e-23
PARP4	ENSG00000102699	BFUE	2860.1	-2	1.484e-25	5.778e-23
MTCO2P12	ENSG00000229344	BFUE	205.8	5.3	1.698e-25	8.106e-23
MTATP6P1	ENSG00000248527	BFUE	33673.7	4.7	3.889e-25	1.234e-22
NDUFAF8	ENSG00000224877	BFUE	663.9	2.7	2.912e-25	1.675e-22
ADD3	ENSG00000148700	BFUE	3421.5	-1.8	3.075e-24	1.109e-21
CA2	ENSG00000104267	BFUE	9340.8	3.8	9.017e-24	2.614e-21
PHOSPHO1	ENSG00000173868	BFUE	25995	7.8	1.136e-23	3.221e-21
AC097382.2	ENSG00000245748	BFUE	77.9	5.6	7.359e-24	4.026e-21
NPIPB12	ENSG00000169203	BFUE	1541.5	4.3	9e-24	4.245e-21
MTND2P28	ENSG00000225630	BFUE	10901.1	5.1	1.348e-23	5.094e-21
UBE4A	ENSG00000110344	BFUE	3462.5	-1.6	1.958e-23	5.974e-21
SEC24C	ENSG00000176986	BFUE	5830.4	-1.2	2.33e-23	6.346e-21
NDUFB1	ENSG00000183648	BFUE	1413.8	2	2.554e-23	1.006e-20
FRG1	ENSG00000109536	BFUE	2048.7	1.5	4.748e-23	1.126e-20
CTTN	ENSG00000085733	BFUE	2548.1	3.1	4.115e-23	1.176e-20
EPOR	ENSG00000187266	BFUE	10493.1	2	6.872e-23	1.736e-20
ARFGEF1	ENSG00000066777	BFUE	2493.2	-1.5	7.113e-23	2.353e-20
RALGAPA2	ENSG00000188559	BFUE	1074.9	-2.1	8.028e-23	2.904e-20
GYPA	ENSG00000170180	BFUE	36010.9	4.5	1.44e-22	3.284e-20
EPB42	ENSG00000166947	BFUE	48481.1	4.1	2e-22	4.483e-20
DOCK8	ENSG00000107099	BFUE	2443.8	-1.9	2.12e-22	6.464e-20
ZNF444	ENSG00000167685	BFUE	555.7	2.2	2.262e-22	6.464e-20
UHRF1BP1L	ENSG00000111647	BFUE	1353.4	-1.7	1.995e-22	6.588e-20
CLINT1	ENSG00000113282	BFUE	4883.4	-1.4	5.047e-22	1.337e-19
RPLP2	ENSG00000177600	BFUE	28419.2	2.3	6.42e-22	1.337e-19
ROCK1	ENSG00000067900	BFUE	3165.9	-1.6	5.394e-22	1.402e-19
AVL9	ENSG00000105778	BFUE	1961	-1.1	6.602e-22	1.526e-19
PXK	ENSG00000168297	BFUE	1832.1	-2.1	5.453e-22	1.526e-19
FHDC1	ENSG00000137460	BFUE	40705.2	5	8.101e-22	1.576e-19
YPEL3	ENSG00000090238	BFUE	8730.1	3.6	8.398e-22	1.589e-19
NAT14	ENSG00000090971	BFUE	518.3	2	4.889e-22	1.589e-19
AL929472.2	ENSG00000230955	BFUE	118.5	3.4	4.731e-22	1.589e-19
HBQ1	ENSG00000086506	BFUE	3462	4.5	8.344e-22	1.791e-19
AC048338.1	ENSG00000256861	BFUE	106	-21	4.573e-22	1.791e-19
METTL26	ENSG00000130731	BFUE	1149.9	2.1	6.578e-22	1.819e-19
HBZ	ENSG00000130656	BFUE	488	8.1	6.46e-22	1.835e-19
IGF2BP3	ENSG00000136231	BFUE	1123.2	-3.8	6.889e-22	1.835e-19
DCAF7	ENSG00000136485	BFUE	7798.6	-1.2	1.017e-21	1.835e-19
ARFRP1	ENSG00000101246	BFUE	1378.3	1.9	7.618e-22	1.999e-19
XRN2	ENSG00000088930	BFUE	3162.1	-1.6	1.149e-21	2.217e-19
LAMB1	ENSG00000091136	BFUE	71.2	5.2	1.043e-21	2.552e-19
GPS2	ENSG00000132522	BFUE	2925.2	1.2	1.8e-21	3.461e-19
TMEM86B	ENSG00000180089	BFUE	1646.9	3.6	2.825e-21	5.334e-19
SS18L2	ENSG00000008324	BFUE	855.1	1.3	3.395e-21	6.766e-19
STUB1	ENSG00000103266	BFUE	2556.8	1.7	4.308e-21	7.914e-19
SHPRH	ENSG00000146414	BFUE	822.8	-2.2	3.992e-21	1.161e-18
ALS2	ENSG00000003393	BFUE	2633.7	-1.8	6.612e-21	1.424e-18
HAGH	ENSG00000063854	BFUE	8166.6	2.2	9.607e-21	1.46e-18
HADHA	ENSG00000084754	BFUE	15572	-1.2	1.688e-20	2.503e-18
TRIM10	ENSG00000204613	BFUE	10863.7	6.1	1.415e-20	2.945e-18
NOSIP	ENSG00000142546	BFUE	2138.9	2	1.758e-20	3.024e-18
ZNF580	ENSG00000213015	BFUE	543.2	2.3	1.472e-20	3.912e-18
AC116533.1	ENSG00000244398	BFUE	7610.5	2.2	3.176e-20	4.504e-18
SOX6	ENSG00000110693	BFUE	7910.9	5.7	3.247e-20	4.555e-18
SIGLEC10	ENSG00000142512	BFUE	303.1	-3.2	3.325e-20	5.729e-18
SAP25	ENSG00000205307	BFUE	185.3	4.3	3.808e-20	6.988e-18
SEC14L4	ENSG00000133488	BFUE	2485.4	5.3	5.629e-20	7.367e-18
CCDC84	ENSG00000186166	BFUE	395.7	2.3	4.196e-20	7.541e-18
AC112191.2	ENSG00000254373	BFUE	294.1	4.5	3.719e-20	8.467e-18
HBM	ENSG00000206177	BFUE	13622	12.2	6.357e-20	8.919e-18
AC005944.1	ENSG00000267469	BFUE	923.7	2.1	5.769e-20	9.543e-18
SNRNP200	ENSG00000144028	BFUE	22165.7	-1.4	7.414e-20	9.578e-18
LAMA5	ENSG00000130702	BFUE	205.3	4.1	6.061e-20	1.326e-17
NKX6-2	ENSG00000148826	BFUE	34.2	3.7	9.219e-20	1.361e-17
COA5	ENSG00000183513	BFUE	630.1	1.3	8.58e-20	1.438e-17
GP1BB	ENSG00000203618	BFUE	207.9	5.3	8.058e-20	1.502e-17
NSUN5P2	ENSG00000106133	BFUE	582.3	2.6	8.272e-20	1.513e-17
AGER	ENSG00000204305	BFUE	352.5	3.1	8.231e-20	1.513e-17
HES6	ENSG00000144485	BFUE	8769.2	3.2	1.277e-19	1.576e-17
S100A6	ENSG00000197956	BFUE	14521	2.7	1.262e-19	1.593e-17
AC026403.1	ENSG00000229119	BFUE	3593.3	5.8	9.457e-20	1.593e-17
LCAT	ENSG00000213398	BFUE	316.1	3	9.366e-20	2.041e-17
GDF15	ENSG00000130513	BFUE	25402.6	5.8	1.993e-19	2.322e-17
CTSL	ENSG00000135047	BFUE	10173.7	3.8	2.079e-19	2.411e-17
ZBTB8OS	ENSG00000176261	BFUE	557.2	1.2	1.567e-19	2.411e-17
IRS1	ENSG00000169047	BFUE	121	4.1	1.103e-19	2.467e-17
AC015813.2	ENSG00000266086	BFUE	376.7	5.1	1.507e-19	2.542e-17
CDKN2B-AS1	ENSG00000240498	BFUE	115	3.3	2.204e-19	3.283e-17
TBP	ENSG00000112592	BFUE	724.6	-1.1	2.079e-19	3.448e-17
MTND4P35	ENSG00000270906	BFUE	53.2	5.4	2.99e-19	3.523e-17
PPP2R5D	ENSG00000112640	BFUE	2227.8	-1.9	4.058e-19	4.249e-17
TJP1	ENSG00000104067	BFUE	87.5	6.7	1.799e-19	4.25e-17
CEP350	ENSG00000135837	BFUE	4850.9	-1.5	4.361e-19	6.621e-17
AL352979.2	ENSG00000258985	BFUE	43.3	4.5	6.052e-19	7.48e-17
EIF5B	ENSG00000158417	BFUE	9673.2	2.7	8.004e-19	8.601e-17
ITGA3	ENSG00000005884	BFUE	32.6	6.3	8.842e-19	9.859e-17
MAP3K1	ENSG00000095015	BFUE	1297	-1.5	6.067e-19	9.859e-17
ZFYVE21	ENSG00000100711	BFUE	2931.3	1.5	9.162e-19	1.124e-16
AL049597.1	ENSG00000230721	BFUE	45.5	2.8	1.045e-18	1.232e-16
SNHG22	ENSG00000267322	BFUE	62.9	4.6	6.788e-19	1.232e-16
SNHG22	ENSG00000267322	BFUE	62.9	4.6	6.788e-19	1.343e-16
TOR1AIP1	ENSG00000143337	BFUE	2094	-1.6	9.572e-19	1.353e-16
RPRD2	ENSG00000163125	BFUE	3055.2	-1.1	1.191e-18	1.398e-16
TNXB	ENSG00000168477	BFUE	7169.5	4.9	1.425e-18	1.398e-16
WASHC5	ENSG00000164961	BFUE	3162.8	-1.4	1.27e-18	1.445e-16
RBBP4	ENSG00000162521	BFUE	9490.7	-1.6	1.759e-18	1.7e-16
CNTRL	ENSG00000119397	BFUE	2222.5	-2	1.2560000000000001e-18	1.71e-16
ZNF106	ENSG00000103994	BFUE	3262	-1.4	1.87e-18	2.166e-16
CBX5	ENSG00000094916	BFUE	11086.9	-1.6	2.953e-18	2.852e-16
CLDN7	ENSG00000181885	BFUE	44	6.1	2.739e-18	2.996e-16
NDUFC1	ENSG00000109390	BFUE	1068.5	2.3	2.326e-18	3.4e-16
CCDC34	ENSG00000109881	BFUE	1753.3	3.3	3.928e-18	3.501e-16
INTS10	ENSG00000104613	BFUE	2042	-1.2	3.421e-18	3.73e-16
MAPRE1	ENSG00000101367	BFUE	4930.2	-1.5	3.232e-18	4.172e-16
KRTCAP2	ENSG00000163463	BFUE	1735	1.6	3.893e-18	4.172e-16
RBL2	ENSG00000103479	BFUE	3747.9	-1.4	3.891e-18	4.971e-16
SNX22	ENSG00000157734	BFUE	3111.5	2.8	4.954e-18	5.384e-16
PRKRIP1	ENSG00000128563	BFUE	797.6	1.4	5.989e-18	6.715e-16
AC005786.3	ENSG00000267436	BFUE	112.1	3.1	3.865e-18	6.715e-16
ESPN	ENSG00000187017	BFUE	6398.2	5.9	7.886e-18	7.052e-16
RAB24	ENSG00000169228	BFUE	866.8	2.1	7.236e-18	8.41e-16
LARS2	ENSG00000011376	BFUE	1283.6	-1.3	6.361e-18	8.685e-16
CEP170	ENSG00000143702	BFUE	2376	-1.4	1.062e-17	8.719e-16
CEP170	ENSG00000143702	BFUE	2376	-1.4	1.062e-17	8.719e-16
RUNDC3A	ENSG00000108309	BFUE	23245	5.8	7.249e-18	8.72e-16
RPL3P4	ENSG00000232573	BFUE	8205.6	4.5	7.867e-18	9.401e-16
ABCB6	ENSG00000115657	BFUE	13817.3	2.8	1.165e-17	9.741e-16
HBE1	ENSG00000213931	BFUE	3938.4	4.7	1.005e-17	9.76e-16
ZNF593	ENSG00000142684	BFUE	457.7	3.4	1.08e-17	1.192e-15
APH1A	ENSG00000117362	BFUE	3556.3	-1.4	1.268e-17	1.265e-15
COX17	ENSG00000138495	BFUE	915.2	2.2	8.032e-18	1.335e-15
KDM3B	ENSG00000120733	BFUE	9565.9	-1.4	1.552e-17	1.339e-15
AK1	ENSG00000106992	BFUE	2854.9	2.9	1.201e-17	1.373e-15
ICE1	ENSG00000164151	BFUE	2849.5	-1.5	1.288e-17	1.464e-15
AC040162.3	ENSG00000263126	BFUE	95.3	3	1.082e-17	1.536e-15
EEF1A1P5	ENSG00000196205	BFUE	35199.5	-3.3	2.01e-17	1.611e-15
SNHG25	ENSG00000266402	BFUE	38.4	4	1.604e-17	1.725e-15
AC087393.2	ENSG00000263986	BFUE	832.3	2.9	1.085e-17	1.728e-15
BCL7C	ENSG00000099385	BFUE	850.9	2.4	1.437e-17	2.275e-15
PJA2	ENSG00000198961	BFUE	5051.3	-1.7	2.908e-17	2.68e-15
ETFB	ENSG00000105379	BFUE	3084.8	1.7	3.379e-17	3.154e-15
SLX1A	ENSG00000132207	BFUE	1043	3.2	2.695e-17	3.224e-15
SCARNA9	ENSG00000254911	BFUE	95	3.9	2.382e-17	3.224e-15
SLX1A	ENSG00000132207	BFUE	1043	3.2	2.695e-17	3.302e-15
SF3A1	ENSG00000099995	BFUE	10530.2	-1.2	4.366e-17	3.318e-15
AC097468.3	ENSG00000272644	BFUE	33.4	3.5	4.307e-17	3.45e-15
SCARNA9	ENSG00000254911	BFUE	95	3.9	2.382e-17	3.87e-15
EMC6	ENSG00000127774	BFUE	556	2.1	2.99e-17	4.042e-15
LGALS3	ENSG00000131981	BFUE	19948.3	4	3.879e-17	4.042e-15
FTO	ENSG00000140718	BFUE	911.4	-1.4	4.374e-17	4.042e-15
BRMS1	ENSG00000174744	BFUE	1534.5	1.6	3.547e-17	4.177e-15
AC130343.1	ENSG00000262791	BFUE	521.5	2.6	3.315e-17	4.226e-15
LSM12P1	ENSG00000232024	BFUE	337	-2.3	4.568e-17	4.376e-15
GPATCH2L	ENSG00000089916	BFUE	2648.6	-1.4	6.546e-17	4.495e-15
IQGAP2	ENSG00000145703	BFUE	5377	-1.4	5.398e-17	4.564e-15
AC090607.4	ENSG00000272418	BFUE	370.8	4	3.659e-17	4.564e-15
MPC2	ENSG00000143158	BFUE	6542.5	1.9	4.751e-17	4.731e-15
DMPK	ENSG00000104936	BFUE	607.7	2.4	3.685e-17	4.873e-15
AC004542.2	ENSG00000269987	BFUE	149.2	2.6	5.938e-17	5.116e-15
RIC1	ENSG00000107036	BFUE	1968.2	-1.6	5.507e-17	5.398e-15
DPF2	ENSG00000133884	BFUE	3064.3	-1.2	6.313e-17	5.616e-15
LIMD1-AS1	ENSG00000230530	BFUE	416.4	-2.5	5.236e-17	6.632e-15
GAS2L1	ENSG00000185340	BFUE	1486.7	2.7	6.342e-17	6.76e-15
APOL3	ENSG00000128284	BFUE	6447.7	2.8	9.525e-17	6.846e-15
FIZ1	ENSG00000179943	BFUE	589.7	1.5	8.03e-17	6.846e-15
LNPEP	ENSG00000113441	BFUE	1937.9	-1.7	1.078e-16	6.949e-15
ILF2	ENSG00000143621	BFUE	8572.1	-1.2	1.029e-16	7.294e-15
AC004453.1	ENSG00000146677	BFUE	139.5	2.5	7.473e-17	7.424e-15
ITFG2	ENSG00000111203	BFUE	1051.2	1.2	7.186e-17	7.431e-15
SETD6	ENSG00000103037	BFUE	612.2	2.1	6.386e-17	8.533e-15
PERP	ENSG00000112378	BFUE	38.5	4.9	8.888e-17	8.6e-15
RPS27L	ENSG00000185088	BFUE	3036.8	1.4	1.276e-16	1.008e-14
SYCP3	ENSG00000139351	BFUE	170.1	3.7	9.191e-17	1.015e-14
RPS27L	ENSG00000185088	BFUE	3036.8	1.4	1.276e-16	1.165e-14
GPATCH8	ENSG00000186566	BFUE	4076.8	-1.3	1.364e-16	1.238e-14
ZNF688	ENSG00000229809	BFUE	193.5	2.6	1.473e-16	1.253e-14
OPTN	ENSG00000123240	BFUE	26204.1	2.5	1.393e-16	1.253e-14
CCT6P3	ENSG00000234585	BFUE	455	2.3	1.862e-16	1.568e-14
AC124798.1	ENSG00000260196	BFUE	96.8	2.7	1.583e-16	1.771e-14
UBXN2B	ENSG00000215114	BFUE	990.8	-1.3	1.691e-16	2.001e-14
CALU	ENSG00000128595	BFUE	2494.5	-1.4	2.53e-16	2.232e-14
ERFE	ENSG00000178752	BFUE	10265.3	3.9	2.952e-16	2.592e-14
CR1L	ENSG00000197721	BFUE	1956	3.3	3.887e-16	2.839e-14
COMMD3-BMI1	ENSG00000269897	BFUE	76.6	-21.2	2.302e-16	3.09e-14
AP3M1	ENSG00000185009	BFUE	1821.4	-1.4	3.84e-16	3.324e-14
LUC7L3	ENSG00000108848	BFUE	7244.9	3.6	5.274e-16	3.407e-14
DNAJC9-AS1	ENSG00000236756	BFUE	264.4	3.6	5.282e-16	3.961e-14
AC012254.2	ENSG00000267228	BFUE	334.6	-3.9	3.812e-16	4.054e-14
RXFP1	ENSG00000171509	BFUE	34.2	4.2	5.741e-16	4.591e-14
LIN37	ENSG00000267796	BFUE	483.8	1.6	4.799e-16	4.791e-14
ZBTB7A	ENSG00000178951	BFUE	8540.8	2.1	9.025e-16	5.425e-14
SREK1IP1	ENSG00000153006	BFUE	2305.2	3	7.953e-16	5.554e-14
TACC2	ENSG00000138162	BFUE	29.1	7.5	4.01e-16	5.559e-14
MFAP3	ENSG00000037749	BFUE	836.5	-2	7.19e-16	5.621e-14
KAT6B	ENSG00000156650	BFUE	2618.9	-1.6	8.215e-16	5.66e-14
DCAF1	ENSG00000145041	BFUE	2752.6	-1.3	8.464e-16	6.357e-14
SEMA6C	ENSG00000143434	BFUE	216.9	1.6	9.066e-16	6.498e-14
RAB3IL1	ENSG00000167994	BFUE	6407	2.6	1.134e-15	6.517e-14
AC007192.2	ENSG00000269145	BFUE	584.7	3.1	9.057e-16	6.925e-14
SPG11	ENSG00000104133	BFUE	3139.5	-1.1	1.009e-15	7.45e-14
KLF1	ENSG00000105610	BFUE	32980.1	2.3	1.381e-15	8.001e-14
NPIPP1	ENSG00000188599	BFUE	787.8	2.4	1.121e-15	9.494e-14
BBIP1	ENSG00000214413	BFUE	648.8	2.2	9.429e-16	1.001e-13
ZFP91-CNTF	ENSG00000255073	BFUE	321.8	-18.9	1.062e-15	1.001e-13
CMC2	ENSG00000103121	BFUE	1544.4	1.1	1.136e-15	1.029e-13
CHCHD10	ENSG00000250479	BFUE	357.3	2.5	1.053e-15	1.034e-13
LINC01133	ENSG00000224259	BFUE	1035.4	5	1.327e-15	1.151e-13
RRS1	ENSG00000179041	BFUE	960.8	1.6	1.141e-15	1.28e-13
MTND4LP30	ENSG00000198868	BFUE	13.1	6.2	1.534e-15	1.312e-13
PPIH	ENSG00000171960	BFUE	1566.6	1.7	1.664e-15	1.425e-13
RPL38	ENSG00000172809	BFUE	17008.6	1.4	1.854e-15	1.431e-13
SHARPIN	ENSG00000179526	BFUE	5091.8	1.8	2.052e-15	1.439e-13
NOMO1	ENSG00000103512	BFUE	1896.7	-1.5	1.935e-15	1.48e-13
DCXR	ENSG00000169738	BFUE	2067.1	1.8	2.019e-15	1.538e-13
INO80B-WBP1	ENSG00000274049	BFUE	519.6	-9.6	1.747e-15	1.566e-13
BICD1	ENSG00000151746	BFUE	346	-1.6	2.217e-15	1.571e-13
PSMG4	ENSG00000180822	BFUE	1878.8	2.3	2.494e-15	1.571e-13
C3	ENSG00000125730	BFUE	40.1	5.6	2.211e-15	1.598e-13
PVT1	ENSG00000249859	BFUE	1497.4	2.1	2.085e-15	1.722e-13
EMP3	ENSG00000142227	BFUE	3695.7	2.4	3.069e-15	1.88e-13
AC011466.1	ENSG00000268583	BFUE	16.1	3.2	1.617e-15	1.963e-13
RPS24	ENSG00000138326	BFUE	63726.8	1.6	3.88e-15	2.06e-13
TRIM29	ENSG00000137699	BFUE	45.4	4.7	2.81e-15	2.157e-13
PLEK2	ENSG00000100558	BFUE	5201.3	5.3	4.336e-15	2.897e-13
TTN-AS1	ENSG00000237298	BFUE	293.4	-1.8	4.875e-15	3.109e-13
KIF26A	ENSG00000066735	BFUE	2848.2	5	4.749e-15	3.147e-13
BORCS6	ENSG00000196544	BFUE	483.3	2.1	4.725e-15	3.217e-13
FXYD3	ENSG00000089356	BFUE	55.8	6.7	4.446e-15	3.347e-13
SNX27	ENSG00000143376	BFUE	821.1	-1.7	3.35e-15	3.453e-13
FAM107B	ENSG00000065809	BFUE	529.6	-2.3	3.901e-15	3.476e-13
TTN-AS1	ENSG00000237298	BFUE	293.4	-1.8	4.875e-15	3.669e-13
C17orf80	ENSG00000141219	BFUE	1131.7	-1.2	4.568e-15	3.71e-13
SRP72	ENSG00000174780	BFUE	7906.3	-1	7.445e-15	3.786e-13
MRPS6	ENSG00000243927	BFUE	690.5	1.7	5.747e-15	3.81e-13
BLVRB	ENSG00000090013	BFUE	56724.5	2.1	8.378e-15	4.197e-13
HYAL1	ENSG00000114378	BFUE	28.6	4.7	3.614e-15	4.319e-13
PIKFYVE	ENSG00000115020	BFUE	6611.5	-1.6	9.729e-15	5.08e-13
NEBL	ENSG00000078114	BFUE	53.6	10	8.041e-15	5.376e-13
GNB1	ENSG00000078369	BFUE	9946.4	-0.9	1.131e-14	5.621e-13
ITM2C	ENSG00000135916	BFUE	3382.2	-2	1.005e-14	5.697e-13
CLDN4	ENSG00000189143	BFUE	25.1	5.7	5.319e-15	5.979e-13
PABPC1	ENSG00000070756	BFUE	95057.1	-1.3	1.246e-14	6.096e-13
CAP1	ENSG00000131236	BFUE	4038.6	-1.6	9.849e-15	6.096e-13
MIRLET7BHG	ENSG00000197182	BFUE	53.4	7	8.538e-15	6.096e-13
AP001107.2	ENSG00000254452	BFUE	648	2.9	9.581e-15	6.096e-13
PET100	ENSG00000229833	BFUE	2161.4	2	9.972e-15	6.714e-13
SMIM5	ENSG00000204323	BFUE	4433.4	3.4	1.206e-14	6.934e-13
MYCBP2	ENSG00000005810	BFUE	3081.7	-1.9	1.294e-14	7.275e-13
NFATC3	ENSG00000072736	BFUE	3667.3	-1.3	1.365e-14	7.637e-13
TMEM184C	ENSG00000164168	BFUE	973.3	-1.2	8.617e-15	7.637e-13
DSP	ENSG00000096696	BFUE	53.1	9.4	1.23e-14	7.661e-13
CPD	ENSG00000108582	BFUE	2076.8	-1.2	1.757e-14	7.857e-13
